level,lesson,question_vi,answer_zh,explanation
"HSK 5","10","Tôi hy vọng có thể đối mặt với thách thức.","我希望能够面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","10","Tôi hy vọng có thể bảo đảm quyền lợi người tiêu dùng.","我希望能够保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","10","Tôi hy vọng có thể phân bổ nguồn lực hợp lý.","我希望能够合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","10","Tôi hy vọng có thể tạo ra cơ hội việc làm.","我希望能够创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","10","Tôi hy vọng có thể duy trì mối quan hệ ổn định.","我希望能够维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","10","Tôi hy vọng có thể thực hiện cải cách toàn diện.","我希望能够实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","10","Tôi hy vọng có thể tăng cường giao lưu văn hóa.","我希望能够加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","10","Tôi hy vọng có thể đánh giá tác động xã hội.","我希望能够评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","11","Sau khi thúc đẩy phát triển kinh tế, tôi hiểu hơn.","促进经济发展以后，我更明白了。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","11","Sau khi nâng cao nhận thức cộng đồng, tôi hiểu hơn.","提高公众意识以后，我更明白了。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","11","Sau khi đối mặt với thách thức, tôi hiểu hơn.","面对挑战以后，我更明白了。","面对挑战 = đối mặt với thách thức"
"HSK 5","11","Sau khi bảo đảm quyền lợi người tiêu dùng, tôi hiểu hơn.","保障消费者权益以后，我更明白了。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","11","Sau khi phân bổ nguồn lực hợp lý, tôi hiểu hơn.","合理分配资源以后，我更明白了。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","11","Sau khi tạo ra cơ hội việc làm, tôi hiểu hơn.","创造就业机会以后，我更明白了。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","11","Sau khi duy trì mối quan hệ ổn định, tôi hiểu hơn.","维持稳定关系以后，我更明白了。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","11","Sau khi thực hiện cải cách toàn diện, tôi hiểu hơn.","实行全面改革以后，我更明白了。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","11","Sau khi tăng cường giao lưu văn hóa, tôi hiểu hơn.","加强文化交流以后，我更明白了。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","11","Sau khi đánh giá tác động xã hội, tôi hiểu hơn.","评估社会影响以后，我更明白了。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","12","Trước khi thúc đẩy phát triển kinh tế, hãy chuẩn bị kỹ.","促进经济发展以前，请做好准备。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","12","Trước khi nâng cao nhận thức cộng đồng, hãy chuẩn bị kỹ.","提高公众意识以前，请做好准备。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","12","Trước khi đối mặt với thách thức, hãy chuẩn bị kỹ.","面对挑战以前，请做好准备。","面对挑战 = đối mặt với thách thức"
"HSK 5","12","Trước khi bảo đảm quyền lợi người tiêu dùng, hãy chuẩn bị kỹ.","保障消费者权益以前，请做好准备。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","12","Trước khi phân bổ nguồn lực hợp lý, hãy chuẩn bị kỹ.","合理分配资源以前，请做好准备。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","12","Trước khi tạo ra cơ hội việc làm, hãy chuẩn bị kỹ.","创造就业机会以前，请做好准备。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","12","Trước khi duy trì mối quan hệ ổn định, hãy chuẩn bị kỹ.","维持稳定关系以前，请做好准备。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","12","Trước khi thực hiện cải cách toàn diện, hãy chuẩn bị kỹ.","实行全面改革以前，请做好准备。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","12","Trước khi tăng cường giao lưu văn hóa, hãy chuẩn bị kỹ.","加强文化交流以前，请做好准备。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","12","Trước khi đánh giá tác động xã hội, hãy chuẩn bị kỹ.","评估社会影响以前，请做好准备。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","13","Tôi không biết làm thế nào để thúc đẩy phát triển kinh tế.","我不知道怎么促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","13","Tôi không biết làm thế nào để nâng cao nhận thức cộng đồng.","我不知道怎么提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","13","Tôi không biết làm thế nào để đối mặt với thách thức.","我不知道怎么面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","13","Tôi không biết làm thế nào để bảo đảm quyền lợi người tiêu dùng.","我不知道怎么保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","13","Tôi không biết làm thế nào để phân bổ nguồn lực hợp lý.","我不知道怎么合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","13","Tôi không biết làm thế nào để tạo ra cơ hội việc làm.","我不知道怎么创造就业机会。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","13","Tôi không biết làm thế nào để duy trì mối quan hệ ổn định.","我不知道怎么维持稳定关系。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","13","Tôi không biết làm thế nào để thực hiện cải cách toàn diện.","我不知道怎么实行全面改革。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","13","Tôi không biết làm thế nào để tăng cường giao lưu văn hóa.","我不知道怎么加强文化交流。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","13","Tôi không biết làm thế nào để đánh giá tác động xã hội.","我不知道怎么评估社会影响。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","14","Tôi tin rằng việc thúc đẩy phát triển kinh tế sẽ có kết quả tốt.","我相信促进经济发展会有好结果。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","14","Tôi tin rằng việc nâng cao nhận thức cộng đồng sẽ có kết quả tốt.","我相信提高公众意识会有好结果。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","14","Tôi tin rằng việc đối mặt với thách thức sẽ có kết quả tốt.","我相信面对挑战会有好结果。","面对挑战 = đối mặt với thách thức"
"HSK 5","14","Tôi tin rằng việc bảo đảm quyền lợi người tiêu dùng sẽ có kết quả tốt.","我相信保障消费者权益会有好结果。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","14","Tôi tin rằng việc phân bổ nguồn lực hợp lý sẽ có kết quả tốt.","我相信合理分配资源会有好结果。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","14","Tôi tin rằng việc tạo ra cơ hội việc làm sẽ có kết quả tốt.","我相信创造就业机会会有好结果。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","14","Tôi tin rằng việc duy trì mối quan hệ ổn định sẽ có kết quả tốt.","我相信维持稳定关系会有好结果。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","14","Tôi tin rằng việc thực hiện cải cách toàn diện sẽ có kết quả tốt.","我相信实行全面改革会有好结果。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","14","Tôi tin rằng việc tăng cường giao lưu văn hóa sẽ có kết quả tốt.","我相信加强文化交流会有好结果。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","14","Tôi tin rằng việc đánh giá tác động xã hội sẽ có kết quả tốt.","我相信评估社会影响会有好结果。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","15","Nếu không thúc đẩy phát triển kinh tế, vấn đề sẽ nghiêm trọng hơn.","如果不促进经济发展，问题会更严重。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","15","Nếu không nâng cao nhận thức cộng đồng, vấn đề sẽ nghiêm trọng hơn.","如果不提高公众意识，问题会更严重。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","15","Nếu không đối mặt với thách thức, vấn đề sẽ nghiêm trọng hơn.","如果不面对挑战，问题会更严重。","面对挑战 = đối mặt với thách thức"
"HSK 5","15","Nếu không bảo đảm quyền lợi người tiêu dùng, vấn đề sẽ nghiêm trọng hơn.","如果不保障消费者权益，问题会更严重。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","15","Nếu không phân bổ nguồn lực hợp lý, vấn đề sẽ nghiêm trọng hơn.","如果不合理分配资源，问题会更严重。","合理分配资源 = phân bổ nguồn lực hợp lý"
"HSK 5","15","Nếu không tạo ra cơ hội việc làm, vấn đề sẽ nghiêm trọng hơn.","如果不创造就业机会，问题会更严重。","创造就业机会 = tạo ra cơ hội việc làm"
"HSK 5","15","Nếu không duy trì mối quan hệ ổn định, vấn đề sẽ nghiêm trọng hơn.","如果不维持稳定关系，问题会更严重。","维持稳定关系 = duy trì mối quan hệ ổn định"
"HSK 5","15","Nếu không thực hiện cải cách toàn diện, vấn đề sẽ nghiêm trọng hơn.","如果不实行全面改革，问题会更严重。","实行全面改革 = thực hiện cải cách toàn diện"
"HSK 5","15","Nếu không tăng cường giao lưu văn hóa, vấn đề sẽ nghiêm trọng hơn.","如果不加强文化交流，问题会更严重。","加强文化交流 = tăng cường giao lưu văn hóa"
"HSK 5","15","Nếu không đánh giá tác động xã hội, vấn đề sẽ nghiêm trọng hơn.","如果不评估社会影响，问题会更严重。","评估社会影响 = đánh giá tác động xã hội"
"HSK 5","16","Tôi muốn biết cách thúc đẩy phát triển kinh tế hiệu quả hơn.","我想知道如何更有效地促进经济发展。","促进经济发展 = thúc đẩy phát triển kinh tế"
"HSK 5","16","Tôi muốn biết cách nâng cao nhận thức cộng đồng hiệu quả hơn.","我想知道如何更有效地提高公众意识。","提高公众意识 = nâng cao nhận thức cộng đồng"
"HSK 5","16","Tôi muốn biết cách đối mặt với thách thức hiệu quả hơn.","我想知道如何更有效地面对挑战。","面对挑战 = đối mặt với thách thức"
"HSK 5","16","Tôi muốn biết cách bảo đảm quyền lợi người tiêu dùng hiệu quả hơn.","我想知道如何更有效地保障消费者权益。","保障消费者权益 = bảo đảm quyền lợi người tiêu dùng"
"HSK 5","16","Tôi muốn biết cách phân bổ nguồn lực hợp lý hiệu quả hơn.","我想知道如何更有效地合理分配资源。","合理分配资源 = phân bổ nguồn lực hợp lý"
